category_zh,category_en,category_el,name_zh,name_en,name_el,description_zh,description_en,description_el,price,image_url,is_available,sort_order
"儿童餐","Kids Menu","ΠΑΙΔΙΚΟ MENU","85. Chicken Nuggets and Chips","85. Chicken Nuggets and Chips","85. Chicken Nuggets and Chips","7 Τεμάχια. Φιλετάκια κοτόπουλο 和 πατάτες τηγανητές","7 Τεμάχια. Φιλετάκια κοτόπουλο and πατάτες τηγανητές","7 Τεμάχια. Φιλετάκια κοτόπουλο και πατάτες τηγανητές","10","","true","18001"
"儿童餐","Kids Menu","ΠΑΙΔΙΚΟ MENU","87. Fried Chips","87. Fried Chips","87. Fried Chips","Πατάτες τηγανητές","Πατάτες τηγανητές","Πατάτες τηγανητές","5.5","","true","18002"
"甜品","Desserts","ΓΛΥΚΑ","297. Τηγανητή Μπανάνα 配 Μέλι","297. Τηγανητή Μπανάνα with Μέλι","297. Τηγανητή Μπανάνα με Μέλι","","","","6","","true","19001"
"甜品","Desserts","ΓΛΥΚΑ","298. Τηγανητή Μπανάνα 配 Σοκολάτα","298. Τηγανητή Μπανάνα with Σοκολάτα","298. Τηγανητή Μπανάνα με Σοκολάτα","","","","6","","true","19002"
"甜品","Desserts","ΓΛΥΚΑ","299. 炒/炸ς Ανανάς 配 Μέλι","299. Friedς Ανανάς with Μέλι","299. Τηγανητός Ανανάς με Μέλι","","","","5","","true","19003"
"软饮","Soft Drinks","ΑΝΑΨΥΚΤΙΚΑ","255. Coca-Cola 0.33 l","255. Coca-Cola 0.33 l","255. Coca-Cola 0.33 l","","","","2.5","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/512de592-ed1c-11ee-8e72-6605283b15d2_1k8hcfzug66d9vgwk8cfxzjjrnywghgr2.jpg","true","20001"
"软饮","Soft Drinks","ΑΝΑΨΥΚΤΙΚΑ","255. Coca-Cola Zero 0.33 l","255. Coca-Cola Zero 0.33 l","255. Coca-Cola Zero 0.33 l","","","","2.5","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/27850bda-1918-11ef-8dfd-564ef7b1507a_1jrad64jnjr8vlotygpk7v_y9y5hylvmz.jpg","true","20002"
"软饮","Soft Drinks","ΑΝΑΨΥΚΤΙΚΑ","255. Fanta Κόκκινη 0.33 l","255. Fanta Κόκκινη 0.33 l","255. Fanta Κόκκινη 0.33 l","","","","2.5","https://imageproxy.wolt.com/assets/67dc0a8a9f3f5515b9da3373","true","20003"
"软饮","Soft Drinks","ΑΝΑΨΥΚΤΙΚΑ","255. Fanta Λεμόνι 0.33 l","255. Fanta Λεμόνι 0.33 l","255. Fanta Λεμόνι 0.33 l","","","","2.5","https://imageproxy.wolt.com/assets/67dc0a8b9f3f5515b9da337c","true","20004"
"软饮","Soft Drinks","ΑΝΑΨΥΚΤΙΚΑ","255. Schweppes Soda Water 0.33 l","255. Schweppes Soda Water 0.33 l","255. Schweppes Soda Water 0.33 l","","","","2.5","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/355fc434-2cb4-11ef-93b0-ca2d173c2bba_1rtbktnlc_ljbhod_ohztc_hy9phu6bt2.jpg","true","20005"
"软饮","Soft Drinks","ΑΝΑΨΥΚΤΙΚΑ","255. Black Ice Tea 0.33 l","255. Black Ice Tea 0.33 l","255. Black Ice Tea 0.33 l","","","","2.5","","true","20006"
"软饮","Soft Drinks","ΑΝΑΨΥΚΤΙΚΑ","256. Γάλα Καρύδας 0.33 l","256. Γάλα Καρύδας 0.33 l","256. Γάλα Καρύδας 0.33 l","","","","3.5","","true","20007"
"软饮","Soft Drinks","ΑΝΑΨΥΚΤΙΚΑ","257. Κινέζικο Τσάι Κρύο JIA Duo Bao 0.33 l","257. Κινέζικο Τσάι Κρύο JIA Duo Bao 0.33 l","257. Κινέζικο Τσάι Κρύο JIA Duo Bao 0.33 l","","","","3.5","","true","20008"
"软饮","Soft Drinks","ΑΝΑΨΥΚΤΙΚΑ","258. Νερό 0.5 l","258. Νερό 0.5 l","258. Νερό 0.5 l","","","","1","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/b5974acc-aa8f-11ec-b59f-da26313ed04f_generic_500ml.jpeg","true","20009"
"软饮","Soft Drinks","ΑΝΑΨΥΚΤΙΚΑ","258. Νερό 1.5 l","258. Νερό 1.5 l","258. Νερό 1.5 l","","","","2.5","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/bb3c074c-aa8f-11ec-a953-6ab687326c7b_generic_1_1.5l.jpeg","true","20010"
"啤酒和饮品","Beers and Drinks","ΜΠΥΡΕΣ-ΠΟΤΑ","270. Heineken 0.33 l","270. Heineken 0.33 l","270. Heineken 0.33 l","","","","3.5","https://wolt-menu-images-cdn.wolt.com/menu-images/62679cda8ce11489f62cc0ea/a491889e-36b8-11ee-9253-7a8d1d2d077c_556ea3b5_e5b1_47e3_95f8_547a0fe4ecb1.jpg","true","21001"
"啤酒和饮品","Beers and Drinks","ΜΠΥΡΕΣ-ΠΟΤΑ","271. Άλφα 0.33 l","271. Άλφα 0.33 l","271. Άλφα 0.33 l","","","","3.5","https://wolt-menu-images-cdn.wolt.com/menu-images/62679cda8ce11489f62cc0ea/63578aea-36b8-11ee-b134-762f51b69487_fa85caa8_58e8_4407_9559_cb9c76ec3a57.jpg","true","21002"
"啤酒和饮品","Beers and Drinks","ΜΠΥΡΕΣ-ΠΟΤΑ","272. Amstel 0.33 l","272. Amstel 0.33 l","272. Amstel 0.33 l","","","","3.5","https://wolt-menu-images-cdn.wolt.com/menu-images/62679cda8ce11489f62cc0ea/79e526b4-36b8-11ee-937c-c260636910f5_e52cc46c_bc1f_4c05_82ef_ad958c588024.jpg","true","21003"
"啤酒和饮品","Beers and Drinks","ΜΠΥΡΕΣ-ΠΟΤΑ","274. Tsing Tao 0.33 l","274. Tsing Tao 0.33 l","274. Tsing Tao 0.33 l","","","","4.5","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/7f8206d4-aa8f-11ec-8fc2-ba7e40cafcd5_tsingtao_0.5_l.jpeg","true","21004"
"啤酒和饮品","Beers and Drinks","ΜΠΥΡΕΣ-ΠΟΤΑ","275. Sake 0.18 l","275. Sake 0.18 l","275. Sake 0.18 l","","","","9.9","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/85f14016-aa8f-11ec-bb47-822982b37601__0006______.jpeg","true","21005"
"葡萄酒","Wines","ΚΡΑΣΙΑ ","283. Μαλαγουζιά 2017 0.75 l","283. Μαλαγουζιά 2017 0.75 l","283. Μαλαγουζιά 2017 0.75 l","Κρασί λευκό ξηρό","Κρασί λευκό ξηρό","Κρασί λευκό ξηρό","25","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/93c9297e-aa8f-11ec-b84f-8250f062a653__________________.jpeg","true","22001"
"葡萄酒","Wines","ΚΡΑΣΙΑ ","284. Cabernet Sauvignon 2018","284. Cabernet Sauvignon 2018","284. Cabernet Sauvignon 2018","Κρασί κόκκινο ξηρό","Κρασί κόκκινο ξηρό","Κρασί κόκκινο ξηρό","25","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/8de305b6-aa8f-11ec-a60d-26cd5819113c____________________.jpeg","true","22002"
"葡萄酒","Wines","ΚΡΑΣΙΑ ","286. Άλφα Κτήμα Άλφα 0,75 l 2017","286. Άλφα Κτήμα Άλφα 0,75 l 2017","286. Άλφα Κτήμα Άλφα 0,75 l 2017","Κόκκινο","Κόκκινο","Κόκκινο","59","","true","22003"
"葡萄酒","Wines","ΚΡΑΣΙΑ ","287. Άλφα Sauvignon Blanc 2018 0.75 l","287. Άλφα Sauvignon Blanc 2018 0.75 l","287. Άλφα Sauvignon Blanc 2018 0.75 l","Λευκό","Λευκό","Λευκό","55","","true","22004"
"蘸酱","Dips","DIPS","Chili Sauce Dip","Chili Sauce Dip","Chili Sauce Dip","","","","1","","true","23001"
"蘸酱","Dips","DIPS","Sweet and Sour Sauce Dip","Sweet and Sour Sauce Dip","Sweet and Sour Sauce Dip","","","","0.7","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/b56d7fc0-555b-11ef-9219-56174b50b693_1tz2frwvwe455lzcki7xxtn_dteghhch6.jpg","true","23002"
"蘸酱","Dips","DIPS","Sweet Chili Sauce Dip","Sweet Chili Sauce Dip","Sweet Chili Sauce Dip","","","","1","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/b70dffb2-555b-11ef-9a52-d6606c6d2b5f_1tz2frwvwe455lzcki7xxtn_dteghhch6.jpg","true","23003"
"蘸酱","Dips","DIPS","Teriyaki Sauce Dip","Teriyaki Sauce Dip","Teriyaki Sauce Dip","","","","1","https://wolt-menu-images-cdn.wolt.com/menu-images/613a080471a7ebf726042884/ed555064-6ab1-11ef-9d8d-7a66e2c565b3_14i0lbpbeucll_h9_rwpgk89yxwjtcmdd.jpeg","true","23004"
"蘸酱","Dips","DIPS","Soya Sauce Dip","Soya Sauce Dip","Soya Sauce Dip","","","","0.7","","true","23005"
"蘸酱","Dips","DIPS","Duck Sauce Dip","Duck Sauce Dip","Duck Sauce Dip","","","","1.2","","true","23006"
"餐具","Cutlery","Μαχαιροπίρουνα","Μαχαιροπίρουνα","Μαχαιροπίρουνα","Μαχαιροπίρουνα","Παρακαλώ προσθέστε αυτό το αντικεί配νο αν χρειάζεστε μαχαιροπίρουνα 配 την παραγγελία σας. Το εστιατόριο θα επιλέξει τα κατάλληλα μαχαιροπίρουνα για τα γεύματά σας, εφόσον είναι διαθέσιμα.","Παρακαλώ προσθέστε αυτό το αντικείwithνο αν χρειάζεστε μαχαιροπίρουνα with την παραγγελία σας. Το εστιατόριο θα επιλέξει τα κατάλληλα μαχαιροπίρουνα για τα γεύματά σας, εφόσον είναι διαθέσιμα.","Παρακαλώ προσθέστε αυτό το αντικείμενο αν χρειάζεστε μαχαιροπίρουνα με την παραγγελία σας. Το εστιατόριο θα επιλέξει τα κατάλληλα μαχαιροπίρουνα για τα γεύματά σας, εφόσον είναι διαθέσιμα.","0","https://imageproxy.wolt.com/assets/689b5a63c67a5c9ffb507963","true","24001"
